ex_name,ex_part,ex_method,ex_video1,ex_video2
"래터럴 레이즈 - 덤벨, 벤트 오버",어깨,"삼각근의 선명도를 높일 수 있는 단관절 운동 중 후면 삼각근을 발달시키기 위한 운동이다. 프레스 동작과 달리 자극시키는 근육의 범위를 제한할 수 있고 목표 부위 수축에 집중할 수 있다는 장점이 있다. 낮은 저항에 반응하는 근섬유들을 자극하기 위해 저중량, 고반복으로 운동한다. 견갑골(날개뼈)이 움직이지 않도록 고정한 상태에서 동작이 이루어져야 후면 삼각근을 최대로 자극할 수 있다. 어깨너비로 다리를 벌리고 무릎을 살짝 구부린 다음 허리를 90도 정도 숙인다. 손바닥이 마주 보게 덤벨을 잡고 팔을 살짝 굽혀 고정한 후 정강이 앞에 위치시킨다. 전완이 어깨와 평행이 될 때까지 덤벨을 양옆으로 들어올린다. 천천히 저항을 느끼면서 덤벨을 정강이 앞으로 내린다. 상체나 무릎의 반동을 이용하지 않도록 주의한다. 팔이 지나치게 머리 쪽으로 올라가면 어깨 관절이 불안정해질 수 있으므로 어깨선을 넘지 않도록 한다. 바로 선 상태에서 케이블 타워의 위쪽 케이블(high pulley)을 이용하여 동작하면 허리에 부담을 줄이면서 전 가동 범위에 동일한 저항을 가할 수 있다.","lateral_raise-dumbbell,bent_over.mp4",https://www.youtube.com/embed/iD4r-e8mmj8?si=d3eSI-2fx5ymfNCJ
업라이트 로우 - 바벨,어깨,"승모근과 전면 및 측면 삼각근을 발달시키는 데 좋은 운동이다. 볼륨을 키우는 프레스 계열의 운동과 선명도를 높이는 레이즈 계열 운동의 중간 타입의 운동으로 볼 수 있다. 그립을 좁게 잡으면 전면 삼각근을 강조하여 어깨와 가슴의 경계를 뚜렷하게 하는 효과가 있고, 바를 넓게 잡게 되면 측면 삼각근의 동원 비율을 좀 더 높일 수 있다. 바벨을 어깨너비보다 좁게 잡고 허벅지 앞에 위치시킨다. 팔꿈치가 어깨와 평행이 되도록 바벨을 턱 쪽으로 끌어올린다. 천천히 저항을 느끼면서 허벅지 앞으로 바벨을 내린다. 바벨이 몸에서 멀어지거나 팔꿈치를 지나치게 높이 올리게 되면 어깨 관절에 무리가 발생할 수 있다. 래터럴 레이즈와 마찬가지로 흉곽이 넓어지는 동작, 즉 팔이 올라가는 동작에 숨을 들이마시도록 한다. 이지바를 사용하면 손목이 지나치게 꺾이는 것을 방지할 수 있다. 바벨로 실시하는 것이 가장 기본적인 방법이며, 케이블이나 덤벨로도 실시할 수 있다.",upright_row-barbell.mp4,https://www.youtube.com/embed/sRWFEY1M_Jo?si=c0rcvN0PlyZajcUz
쉬러그 - 덤벨,어깨,승모근 상부를 발달시키기 위한 운동이다. 승모근은 높은 중량에 반응하여 발달하므로 고중량을 이용해 운동하도록 한다. 어깨너비나 근육에 비해 지나치게 발달하게 되면 산 모양의 어깨를 형성하게 되므로 운동량을 조절할 필요가 있다. 어깨너비로 서서 양손에 덤벨을 들고 허벅지 옆에 위치시킨다. 고개를 약간 숙이고 어깨를 귀에 붙인다는 느낌으로 최대한 어깨를 끌어올린다. 천천히 저항을 느끼면서 어깨를 내리고 처음 자세로 돌아간다. 고개를 지나치게 숙이게 되면 등 상부 근육의 동원이 증가하게 되므로 중립적인 자세를 유지한다. 수축 동작 시 팔꿈치를 약간 굽혀주면 승모근을 최대로 수축시킬 수 있다.,shrug-dumbbell.mp4,https://www.youtube.com/embed/VWa-hrKMh-Q?si=VZBPRsDOeZoG3kre
이지 클린,어깨,"근육을 강화함과 동시에 유산소 운동 효과까지 볼 수 있는 상체 유산소성 근력 운동이다. 누구나 쉽게 따라 할 수 있는 동작으로, 특히 상체 근력이 약한 분들에게 추천한다. 동작을 반복하여 상체 근력을 전반적으로 늘려준 다음에 상체 부위별 근육 운동을 실시하면 매우 효과적이다. 양손에 덤벨을 들고 다리를 어깨너비로 벌리고 선다. 덤벨을 귀 옆으로 올린다. 호흡을 내쉬면서 덤벨을 머리 위로 쭉 들어 올린다. 호흡을 들이마시면서 덤벨을 귀 옆으로 내린다. 처음 자세로 돌아온다. 동작을 반복한다. 몸이 흔들리지 않도록 유의한다.",easy_clean.mp4,https://www.youtube.com/embed/lmQs5LmuHUk?si=Sn0QP6WAX-mHOcKh
펙덱 플라이 머신,가슴,운동을 처음 시작하는 초보자들이 덤벨 플라이를 실시하기 전에 근육의 자극을 경험하고 자세를 교정하는 데 효과적이다. 대흉근에집중하기에 좋은 운동이다. 정확한 자세로 반복횟수를 늘리는 것이 가장 중요하다. 견갑골과 엉덩이를 등받이에 최대한 붙이고 허리는 10cm가량 아치형을 만든다. 팔꿈치를 90도 정도 구부려 팔꿈치가 가슴 중앙과 수평이 되도록 하면서 전완을 패드에 밀착시킨다. 겨드랑이에 힘을 주고 패드를 가슴 안쪽으로 모아준다. 저항을 느끼면서 패드를 원위치시킨다. 팔을 너무 올리거나 무게가 너무 많으면 어깨 주변 근육에 상해를 입을 수 있으므로 중량 선택 시 가급적 가벼운 중량을 하도록 한다. 상완이 어깨와 일직선이거나 조금 아래에 오도록 한다. 등 상부는 항상 뒤쪽 패드에 단단히 밀착시킨다. 팔로 미는 것이 아니라 팔꿈치로 모은다는 느낌으로 동작을 실시한다.,pec_dec_fly_machine.mp4,https://www.youtube.com/embed/oJRW-Y1QvJQ?si=Jm26g3Wn-98SdxXk
체스트 프레스 머신,가슴,가슴운동에서 제일 중요한 부분은 어깨 정렬이다. 대부분 가슴운동을 할 때 부상당하는 부위는 어깨이다. 그만큼 어깨에 부담을 최소한으로 줄인 상태에서 운동을 진행해야 한다. 첫 번째로 머신에 앉으면 제일 먼저 체크해야 될 부분은 시트 높낮이다. 손잡이는 겨드랑이 라인에 걸치게 세팅한 후에 흉곽을 들어준 다음 가벼운 무게로 어깨의 가동성을 체크해본다. 동작 수행 시 어깨가 위로 뜨거나 등 패드에 고정이 안된다면 시트 높이를 더 높인 후에 수행하도록 한다. 어깨 움직임이 한결 편해질 것을 느낄 수 있을 것이다. 손잡이를 잡고 저항을 버티면서 무게를 밀어낼 때 팔꿈치는 완전히 편 상태가 유지되면 관절에 무리가 될 수 있으니 80~90% 정도 팔꿈치를 편다고 생각하며 동작을 실시한다.,chest_press.mp4,https://www.youtube.com/embed/voatYg6DOs0?si=IqJRAke6F2WlXQSu
케이블머신,가슴,케이블의 양쪽 손잡이를 잡고 기구 중앙에 서서 엉덩이 너비만큼 발을 벌린다. 무릎을 약간 굽히고 상체를 앞으로 살짝 숙여 중심을 잡은 다음 최대한 팔을 벌린다. 겨드랑이에 힘을 주고 가슴 안쪽이 모아지게 하면서 안아주는 느낌으로 손잡이를 당긴다. 가슴근육이 스트레칭되는 느낌을 느끼며 다시 서서히 팔을 벌리며 원위치한다.,cable_machine.mp4,https://www.youtube.com/embed/U3EN1caN-tk?si=noEyNyyCxbnqLc6K
어시스트 치닝 앤 디핑 머신,"가슴, 팔",평행봉이나 디핑바(Dipping Bar)에 두 팔을 편 채로 짚고서 체중을 지탱한다. 상체를 똑바로 세운 상태로 팔을 구부려 몸을 내린 다음에 다시 원래의 자세로 돌아온다,chinning_dipping.mp4,https://www.youtube.com/embed/RQqXO3aNjxU?si=dx7O8jt5llNNyMm8
푸시업,가슴,"엎드린 자세에서 어깨너비 두 배 정도로 두 손을 바닥에 짚고, 발뒤꿈치를 든 상태에서 팔과 무릎을 곧게 편다. 가슴을 바닥 쪽으로 내미는 느낌으로 팔꿈치를 구부려 바닥에 닿기 전까지 몸을 내린다. 겨드랑이에 힘을 주면서 가슴을 모아주는 느낌으로 팔을 편다.",push_up.mp4,https://www.youtube.com/embed/fh4y5dGZX9c?si=PctcSyVHkMcyteeF
플라이 - 덤벨,가슴,벤치에 앉아 팔을 가슴 옆에 붙이고 덤벨을 든다. 벤치에 누워 가슴 중앙과 덤벨이 수직이 되도록 위치시키고 팔꿈치를 살짝 구부려 고정시킨다. 어깨관절만을 사용해 반원ㅇ르 그리며 가슴이 늘어나는 느낌으로 가슴과 평행이 될 때까지 덤벨을 당긴다. 겨드랑이에 힘을 준 상태에서 안아주듯이 반원을 그리며 덤벨을 밀어 올린다.,fly-dumbbell.mp4,https://www.youtube.com/embed/yVW8fgjlags?si=QOPAWoft0sQaZD1P
벤치 프레스 - 덤벨,가슴,팔을 가슴 옆에 붙여 덤벨을 든다. 벤치에 누워 쇄골 아랫부분과 수직이 되게 덤벨을 위치시키면서 팔꿈치를 살짝 구부려 고정시킨다. 가슴 양옆으로 늘어나는 느낌을 느끼면서 덤벨이 가슴과 평행이 될 때까지 당긴다. 겨드랑이에 힘을 주면서 모아주는 느낌으로 덤벨을 밀어 올린다.,bench_press-dumbbell.mp4,https://www.youtube.com/embed/xTQL6jvVMNA?si=lhcadpircYGRCGO_
랫 풀 다운,등,"광배근을 발달시키는 근력운동이다. 턱걸이를 하기 어려운 초보자들에게 좋은 운동이다. 어깨관절 내전과 신전이 결합된 하방회전 기능과 견갑골의 하강을 수행한다. 케이블 랫풀다운은 케이블 풀리를 통하여 핸들을 움직이는 방식으로 수행하는 운동이며, 레버리지 머신에서 풀다운을 하는 것과는 반대된다. 팔만 이용하여 바(bar) 를 잡아당기면 이두근의 참여도가 지나치게 높아지므로 동작을 시작하는 시점에서 견갑골(날개뼈)을 우선적으로 내리도록 한다.",lat_pull_down.mp4,https://www.youtube.com/embed/KdlFHRC5aM8?si=HmKpH_ZYENHYWkSa
시티드 케이블 로우,등,"등 중앙부, 하부 등 두께 발달에 좋은 운동이다. 머신에 앉아 편안히 진행할 수 있기에 허리에 부담이 덜 가며 중량에 더 집중할 수 있다. 시티드 케이블 로우의 경우 보통 페러럴 그립으로 진행하는 것이 정석이지만, 로프를 이용한 그립이나 넓은 바를 이용한 오버그립, 리버스그립으로도 진행할 수 있다. 로프를 이용할 경우 등 중앙부를 더 쥐어짤 수 있으며, 오버그립의 경우 등 상부에 더 집중을, 리버스그립의 경우 등 하부에 더 집중을 할 수 있다.","row-cable,seated.mp4",https://www.youtube.com/embed/Tp9VFoSuK_0?si=Q29vNUc3H77uSQ55
바벨 로우,등,"등을 크게 키우기 위해서는 고중량의 운동이 필요하다. 많은 사람들이 그 운동의 종류를 데드리프트로 제한하고 있으나, 실은 그보다 더 중요한 운동이 있다. 상체의 후면근육을 적극적으로 발달시키는 바벨 로우가 바로 그러한 트레이닝이다. 바벨 로우는 광배근을 비롯한 다양한 등근육을 효과적으로 단련하는 운동이다. 그러나 반드시 등근육에만 집중하는 건 아니며, 팔과 복근-하체 근육 등의 보조 근육의 발달까지 동반한다. 따라서 바벨 로우는 등근육을 집중적으로 발달시키는 운동이자, 몸을 전체적으로 발달시키는 전신운동의 성격을 가지고 있다고 말 할 수 있다. 그 밖에도 전신 근력의 향상과 근육과 근육 사이의 협응을 돕는 데에 작용하는 역할을 하기도 한다. 바벨 로우가 등운동을 넘어 상체운동의 꽃이라 불리는 이유도 여기에 있다.",row-barbell.mp4,https://www.youtube.com/embed/2mCIF8SDLQY?si=ibHAQ4RPaE4nHeNF
풀업,등,"도구를 사용하지 않는 칼리스데닉스 운동법에서도 철봉이나 풀업바를 이용한 턱걸이는 반드시 들어갈 정도이며, 웨이트나 어떤 운동을 하든 등근육을 발달시키기 위해서는 반드시 들어가는 필수 동작으로 그 중요성과 효율성은 두말할 필요가 없는 그야말로 최고의 맨몸 운동이다. 후술하겠지만 상완이두근과 등근육 뿐만 아니라 상체근육 전체를 골고루 단련시키는 운동. 요즈음 여러 맨몸운동 사이트에서 괜히 턱걸이를 강조하는 게 아니다. 광배근이 워낙 다른 운동에도 영향력이 상당하다 보니 보디빌딩, 크로스핏 등의 운동 뿐만 아닌, 투기 종목 등에서도 정말 일상적으로 실시하는 운동이 바로 턱걸이다.",pull_up.mp4,https://www.youtube.com/embed/VhfJB-VQOfg?si=bGfZuk4Fgq6KocS5
"로우 - 밴드, 시티드",등,"등의 근력을 키우고 군살을 없애는 데 효과적인 운동법이다. 밴드를 당길 때는 단순하게 팔로만 당기는 느낌이 아니라 등을 접어 준다는 느낌으로 당겨주어야 효과적이다. 헬스클럽에서 머신을 이용한 시티드 케이블 로우와 같은 운동 효과를 가져다주는데, 밴드를 이용해 언제 어디서나 간편하게 실시할 수 있다는 장점이 있다. 반으로 접은 밴드 양끝을 각각 양손에 감고 바닥에 다리를 쭉 펴고 앉는다. 밴드를 발바닥에 대어 고정한 후 가슴과 허리를 바르게 편다. 이때 밴드를 손에 감아 자기에게 맞게 길이를 조절한다. 호흡을 뱉으면서 등이 접히는 느낌으로 천천히 밴드를 뒤로 집아당긴다. 호흡을 들이마시면서 천천히 밴드를 원위치한다. 동작을 반복한다. 허리가 앞으로 숙여지지 않도록 유의한다. 몸이 흔들리지 않도록 유의한다. 대표적인 근력 밴드 중 하나인 세라밴드(Thera-Band)는 황갈색, 노란색, 빨간색, 녹색, 파란색, 검정색, 은색, 금색 순으로 강도가 더 커지는데, 황갈색과 노란색은 노약자, 빨간색과 녹색은 일반 여성, 파란색과 검정색은 일반 남성, 은색과 금색은 근력이 강한 사람이 사용한다. 자신의 근력 상태에 따라 적절한 강도의 밴드를 선택한다. 밴드의 길이는 잡아 당겼을 때 등에 힘이 들어 가는 듯한 정도가 적당하다. 빠르게 실시하는 것보다는 밴드의 탄력을 느끼며 천천히 실시해야 운동 효과가 좋다.","row-band,seated.mp4",https://www.youtube.com/embed/qqy6uORWM4Y?si=tQOR9ZzRiEYy7_Kb
슈퍼맨 등 운동,등,허리와 엉덩이를 중심으로 전신 후면의 근육을 자극하여 탄력적인 뒷모습을 만들어 주는 동작이다. 근육의 긴장감을 유지하며 반복횟수를 늘리면 유산소성 운동 효과까지 가미되어 일석이조의 효과를 볼 수 있다. 등 운동이나 다리 후면 운동을 실시한 다음 이 동작을 해주면 그 효과가 배가된다. 엎드린 자세에서 시선은 바닥을 보고 두 손과 두 발을 쭉 뻗는다. 호흡을 내뱉으며 오른팔과 왼쪽 다리를 위로 최대한 들어 올린다. 이때 허리와 엉덩이의 자극을 느끼며 실시한다. 호흡을 들이마시면서 올린 팔과 다리를 내린다. 왼팔과 오른쪽 다리를 위로 최대한 들어 올린다. 팔과 다리를 교차하며 반복 실시한다. 올린 팔과 다리를 내린다. 동작을 반복한다. 디스크나 요추 질환이 있는 경우 전문가와 상담 후 실시한다. 동작 시 몸의 반동을 이용하지 않도록 한다. 운동 전에 가볍게 허리 스트레칭 후 실시한다. 허리와 엉덩이의 자극을 느끼며 실시한다.,superman.mp4,https://www.youtube.com/embed/IlOX6YNsWG4?si=ZAhtmRn4S12rItFr
로우 - 티바,등,"등 근육의 중간부와 외측을 발달시키는 운동이다. 지지대의 위치를 조절해 손의 위치를 달리함으로써 목표로 하는 근육을 바꿀 수 있다. 지지대가 있어 허리의 부담 없이 벤트 오버 바벨 로우와 거의 동일한 효과를 얻을 수 있다. 무릎을 약간 굽히고 하복부를 지지대에 고정시킨 후 손바닥이 서로 마주 보도록 바를 잡는다. 하복부가 지지대에서 떨어지지 않은 상태로 손잡이를 들어올리며 광배근의 힘을 이용하여 등을 활처럼 젖힌다. 광배근이 스트레칭되는 것을 느끼면서 천천히 원위치한다. 혈압이 높을 경우 벤트 오버 바벨 로우로 대체한다. 지지대에서 상체가 떨어지게 되면 허리가 지나치게 젖혀지게 되므로 주의한다. 언더 그립으로 실시하면 광배근 하부, 승모근 하부, 상완이두근의 참여를 높아지게 하는 효과가 있다.",row-Tbar.mp4,https://www.youtube.com/embed/gKLtR0UjnoI?si=bqgtraFx7BBizSEY
"로우 - 케이블, 시티드",등,"벤트 오버 로우 동작을 앉아서 케이블을 이용해 하는 운동이다. 등 근육의 선명도를 높이기 위해서는 반복횟수를 높여 실시한다. 발을 지지대에 고정시키고, 상체를 약간 구부려 V바를 잡는다 . 견갑골 하부가 서로 닿는 느낌으로 바를 아랫배 쪽으로 끌어당긴다. 광배근이 스트레칭되는 것을 느끼며 천천히 원위치한다. 잡아당기는 동작에서 상체가 뒤로 넘어가지 않도록 주의한다. 팔이나 어깨의 힘이 아니라 등의 힘으로 잡아당기면서 실시한다. 그립을 넓게 할 경우, 광배근의 중간 부분을 좀 더 발달시킬 수 있다.",seated_cable_row.mp4,https://www.youtube.com/embed/Tp9VFoSuK_0?si=eLvI-DB7S-LGbeDq
"로우 - 덤벨, 원 암",등,"몸의 중심선(척추)에 가까운 등의 근육을 집중적으로 발달시키고 선명도를 증가시킬 수 있는 운동이다. 허리에 대한 부담이 적고 등 근육을 한쪽씩 집중시킬 수 있다. 한 방향씩 실시하면 동작의 가동 범위를 넓힐 수 있고 목표 근육에 자극을 증가시킬 수 있다. 오른손으로 덤벨을 잡고 왼손과 왼쪽 무릎을 벤치 위에 올리고 허리와 등을 곧게 편다. 고개를 들어 전방을 보며, 오른팔을 최대한 아래로 늘어뜨린다. 광배근의 힘을 이용하여 덤벨을 옆구리 쪽으로 끌어올린다. 광배근을 계속 긴장시키면서 천천히 덤벨을 내리며 처음 자세로 돌아온다. 수축 시 상체가 지나치게 돌아가지 않도록 주의한다. 이두근이 지나치게 동원되지 않도록 한다. 팔꿈치를 최대한 위로 올리게 되면 승모근과 능형근에 보다 깊은 자극을 줄 수 있다.","row-dumbbell,one_arm.mp4",https://www.youtube.com/embed/2i1v1UvsP_w?si=ub6dbeZ65cRyOHGC
암컬,팔,이두의 수축과 이완을 하는 운동으로 이두근의 근육을 키우고 근력을 증가시킬 수 있는 운동입니다. 남성에게는 강하고 단단한 이두근을 발달시키고 여성에게는 군살 없이 탄력 있는 팔을 만들어줍니다. 엉덩이를 뒤쪽으로 빼 주어 앉습니다. 겨드랑이 부분을 기구에 밀착 시켜줍니다. 팔꿈치는 고정된 채로 위 아래로 팔을 움직여 줍니다. 손목의 위치 및 모양에 따라 운동을 할 시 더욱 좋은 효과를 받을 수 있습니다.,arm_curl.mp4,https://www.youtube.com/embed/pl9Ru2YgTck?si=zcT44jDjNyYK8Z7D
컬 프레스 - 덤벨,팔,덤벨 컬과 덤벨 숄더 프레스 운동을 결합한 형태의 운동으로 상완과 어깨근육이 동원되어 이루어지는 복합 운동이다. 어깨너비로 서서 덤벨을 양손으로 잡고 손바닥이 앞쪽으로 향하게 한 후 몸통 옆에 위치시킨다. 덤벨을 이두근의 힘으로 들어올려 최대 수축을 경험하고 연속하여 손목을 바깥쪽으로 비틀어준다. 덤벨을 머리 위로 들어올린다. 손바닥이 몸쪽을 향하게 해서 덤벨을 천천히 내린다. 덤벨을 회전시킬 때 어깨 통증을 경험하게 되면 프레스 동작은 실시하지 않고 컬 동작만 수행하도록 한다. 상완이두근을 최대로 수축하기 위해 전완이 지면과 수평을 이루는 시점에서부터 손목을 바깥 방향으로 돌려주어야 한다. 숄더 프레스 시 팔꿈치를 완전히 펴지 않도록 하는 것이 중요하다. 목표 근육에 집중하기 위해서 벤치에 앉아서 실시하는 것이 좋다. 리버스 덤벨 컬 프레스로도 실시할 수 있다.,curl_press-dumbbell.mp4,https://www.youtube.com/embed/Ia9DYFMkMmU?si=IVW-GSLb1xwfnN65
"컬 - 덤벨, 인클라인",팔,"경사진 벤치에 누워서 실시하는 운동이다. 상완이두근의 위쪽 부위를 더욱 자극하고 선명도를 발달시키는 데 효과적인 운동이다. 벤치에 앉아 손바닥이 앞을 향하도록 하여 양손에 덤벨을 잡는다. 팔꿈치를 수직 방향으로 고정시키고, 이두근의 힘으로 팔꿈치를 접으며 덤벨을 들어올린다.팔꿈치가 지면과 수평이 되는 지점에서 손목을 바깥쪽으로 틀어서 이두근을 최대한 수축한다. 천천히 이두근의 저항을 느끼면서 덤벨을 내린다. 인클라인 벤치의 각도를 지나치게 크게 할 경우 어깨관절에 무리를 줄 수 있다. 수축 지점에서 팔꿈치를 앞으로 밀어 올리면 상완이두근의 긴장이 줄어들게 된다. 팔꿈치의 위치는 동작 내내 고정시킨다. 손목을 바깥 방향으로 돌려주면 상완이두근의 안쪽을 더욱 발달시킬 수 있다. 한 팔씩 교대로 들어주는 얼터네이트 덤벨 컬을 통해 근육을 좀 더 자극할 수 있다.",curl-dumbbell.mp4,https://www.youtube.com/embed/VhiBywqdGmg?si=48lht__BPJY90Va7
컬 - 바벨,팔,"대표적인 상완이두근 운동으로 선 자세에서 스트레이트 바 또는 이지바(ez-bar)를 이용해서 실시할 수도 있다. 상완이두근의 근육의 크기를 증가시키는 데 효과적이다. 두 손으로 바벨을 어깨너비로 잡고 다리도 어깨너비만큼 벌리고 선다. 팔꿈치를 옆구리에 고정시키고, 이두근의 힘을 이용해 바벨을 들어올린다.손의 방향은 삼각근 전면을 향하도록 한다. 천천히 이두근의 저항을 느끼면서 바벨을 내린다. 상체와 무릎의 반동을 이용하지 않는다. 팔꿈치가 앞으로 나가지 않도록 고정시킨다. 어깨보다 좁게 그립을 잡으면 상완이두근 바깥쪽 근육에 집중할 수 있다. 어깨보다 넓게 와이드 그립을 잡으면 상완이두근 안쪽 근육에 집중할 수 있다.",curl-barbell.mp4,https://www.youtube.com/embed/Dlg0W_5mq98?si=cwHgi5ycYcx3JPWV
"트라이셉스 익스텐션 - 바벨, 라잉",팔,팔 뒤쪽 상완삼두근의 근력을 증가시키고 삼두근의 안쪽 모양을 선명하게 만들어주는 운동이다. 상완삼두근의 전체적인 근매스 증대에 효과적이기 때문에 정확한 자세로 운동해야 한다. 벤치에 누워 머리 위로 어깨너비보다 좁은 간격으로 바벨을 잡는다. 팔꿈치를 가슴 앞으로 펴면서 바벨을 들어올린다.손의 힘이 아닌 삼두근의 힘을 이용한다. 얼굴이 아닌 정수리 위로 포물선을 그리며 천천히 팔꿈치를 구부리며 바벨을 내린다. 팔꿈치가 양옆으로 벌어지지 않도록 해야 한다. 수축 시 고정된 팔꿈치가 움직이지 않도록 주의한다. 바벨을 머리 뒤로 내릴 때 허리가 과도하게 들리지 않도록 주의한다. 디클라인 벤치에서 실시하면 가동 범위를 증가시킬 수 있다.,"triceps_extension-barbell,_lying.mp4",https://www.youtube.com/embed/H-d4uvT9J2Y?si=x4Q5R4Lx6PHWuxT2
"트라이셉스 익스텐션 - 덤벨, 라잉",팔,팔 뒤쪽 상완삼두근의 근력을 증가시키는 운동으로 삼두근의 안쪽 모양을 선명하게 만들어준다. 고중량보다는 자신에게 맞는 중량을 설정하여 정확한 자세로 반복적으로 실시한다. 벤치에 앉아 양손에 덤벨을 손바닥이 마주 보게 잡은 다음 벤치에 눕는다.팔꿈치를 가슴 위로 쭉 편다. 얼굴이 아닌 정수리 위로 포물선을 그리며 천천히 팔꿈치를 구부리며 덤벨을 내린다. 손의 힘이 아닌 삼두근의 힘을 이용하여 얼굴 위까지 팔꿈치를 편다. 팔꿈치가 양옆으로 벌어지지 않도록 해야 한다. 수축시 고정된 팔꿈치가 움직이지 않도록 주의한다. 덤벨을 머리 뒤로 내릴 때 허리가 과도하게 들리지 않도록 주의한다.,"triceps_extension-dumbbell,_lying.mp4",https://www.youtube.com/embed/uZOwQLaq0-g?si=Vn0ZPSl1SobDam2I
"트라이셉스 익스텐션 - 덤벨, 오버헤드",팔,"상완삼두근 중 특히 장두 부분을 발달시키기에 좋은 운동이다. 벤치에 앉아서도 가능하고 일어서서도 가능하며, 상체가 덤벨의 반동으로 인해 흔들리지 않도록 하는 것이 중요하다. 탄력 있는 팔을 만들고 싶어하는 여성에게 추천하는 운동이다. 다리는 어깨너비로 벌리고 덤벨의 한쪽을 두 손으로 포개어 잡는다. 손바닥이 위쪽을 향하게 덤벨을 머리 위로 쭉 올린다. 팔꿈치를 머리 측면에 고정시키고 팔꿈치를 구부리며 덤벨을 천천히 머리 뒤로 내린다. 팔꿈치를 펴는 느낌으로 덤벨을 들어올려 원위치시킨다. 팔꿈치를 완전히 펴지 않도록 한다. 운동 중 팔꿈치가 움직이지 않도록 하며 팔꿈치는 어깨 위에 최대한 고정시킨다. 팔꿈치가 양옆으로 벌어지면 가동 범위가 줄어들어 운동 효과가 떨어진다.  이지바로 실시하면 삼두근의 깊은 쪽이 조금 더 많이 활성화된다.","triceps_extension-dumbbell,overhead.mp4",https://www.youtube.com/embed/S16elxfEYT8?si=tSM845MLxo_BWayX
